Waypoint,Zone,Season,Nutrients,Temp_in,Nutrient_mean,Nutrient_min,Nutrient_max
28,Transition,FALL,Silicate,27.86263556,5.94,5.94,5.94
28,Transition,SPRING,NN,23.57837763,4.69,4.69,4.69
28,Transition,SPRING,NN,24.1146881,6.75,6.75,6.75
28,Transition,SPRING,NN,24.26588674,30.38,30.38,30.38
28,Transition,SPRING,NN,25.95308568,1.17,1.17,1.17
28,Transition,SPRING,Phosphate,23.57837763,0.28,0.28,0.28
28,Transition,SPRING,Phosphate,24.1146881,0.26,0.26,0.26
28,Transition,SPRING,Phosphate,24.26588674,0.82,0.82,0.82
28,Transition,SPRING,Phosphate,25.95308568,0.19,0.19,0.19
28,Transition,SPRING,Silicate,23.57837763,25.78,25.78,25.78
28,Transition,SPRING,Silicate,24.1146881,31.32,31.32,31.32
28,Transition,SPRING,Silicate,24.26588674,129.12,129.12,129.12
28,Transition,SPRING,Silicate,25.95308568,16.49,16.49,16.49
29,Ambient,FALL,NN,26.04433627,0.13,0.13,0.13
29,Ambient,FALL,NN,26.28370408,0.24,0.24,0.24
29,Ambient,FALL,NN,26.76421938,8.99,8.99,8.99
29,Ambient,FALL,NN,27.02672311,0.12,0.12,0.12
29,Ambient,FALL,Phosphate,26.04433627,0.13,0.13,0.13
29,Ambient,FALL,Phosphate,26.28370408,0.13,0.13,0.13
29,Ambient,FALL,Phosphate,26.76421938,0.32,0.32,0.32
29,Ambient,FALL,Phosphate,27.02672311,0.1,0.1,0.1
29,Ambient,FALL,Silicate,26.04433627,1.82,1.82,1.82
29,Ambient,FALL,Silicate,26.28370408,2.64,2.64,2.64
29,Ambient,FALL,Silicate,26.76421938,38.33,38.33,38.33
29,Ambient,FALL,Silicate,27.02672311,2.33,2.33,2.33
29,Ambient,SPRING,NN,24.33583742,0.1,0.1,0.1
29,Ambient,SPRING,NN,24.81012382,0.12,0.12,0.12
29,Ambient,SPRING,NN,25.34936877,0.18,0.18,0.18
29,Ambient,SPRING,Phosphate,24.33583742,0.13,0.13,0.13
29,Ambient,SPRING,Phosphate,24.81012382,0.14,0.14,0.14
29,Ambient,SPRING,Phosphate,25.34936877,0.17,0.17,0.17
29,Ambient,SPRING,Silicate,24.33583742,1.22,1.22,1.22
29,Ambient,SPRING,Silicate,24.81012382,1.32,1.32,1.32
29,Ambient,SPRING,Silicate,25.34936877,1.58,1.58,1.58
33,Ambient,FALL,NN,26.12973977,0.05,0.05,0.05
33,Ambient,FALL,NN,26.3766665,0.11,0.11,0.11
33,Ambient,FALL,NN,26.94792715,0.26,0.26,0.26
33,Ambient,FALL,NN,27.46158297,0.36,0.36,0.36
33,Ambient,FALL,Phosphate,26.12973977,0.1,0.1,0.1
33,Ambient,FALL,Phosphate,26.3766665,0.11,0.11,0.11
33,Ambient,FALL,Phosphate,26.94792715,0.12,0.12,0.12
33,Ambient,FALL,Phosphate,27.46158297,0.13,0.13,0.13
33,Ambient,FALL,Silicate,26.12973977,2.03,2.03,2.03
33,Ambient,FALL,Silicate,26.3766665,1.96,1.96,1.96
33,Ambient,FALL,Silicate,26.94792715,2.43,2.43,2.43
33,Ambient,FALL,Silicate,27.46158297,2.04,2.04,2.04
33,Ambient,SPRING,NN,23.91328356,0.23,0.23,0.23
33,Ambient,SPRING,NN,24.30539432,0.07,0.07,0.07
33,Ambient,SPRING,NN,24.64398819,0.06,0.06,0.06
33,Ambient,SPRING,Phosphate,23.91328356,0.14,0.14,0.14
33,Ambient,SPRING,Phosphate,24.30539432,0.1,0.1,0.1
33,Ambient,SPRING,Phosphate,24.64398819,0.1,0.1,0.1
33,Ambient,SPRING,Silicate,23.91328356,1.97,1.97,1.97
33,Ambient,SPRING,Silicate,24.30539432,1.09,1.09,1.09
33,Ambient,SPRING,Silicate,24.64398819,1.3,1.3,1.3
37,Ambient,FALL,NN,26.2700186,3.48,3.48,3.48
37,Ambient,FALL,NN,26.44907773,0.11,0.11,0.11
37,Ambient,FALL,NN,26.96524308,0.02,0.02,0.02
37,Ambient,FALL,NN,27.32518847,0.11,0.11,0.11
37,Ambient,FALL,Phosphate,26.2700186,0.2,0.2,0.2
37,Ambient,FALL,Phosphate,26.44907773,0.1,0.1,0.1
37,Ambient,FALL,Phosphate,26.96524308,0.09,0.09,0.09
37,Ambient,FALL,Phosphate,27.32518847,0.1,0.1,0.1
37,Ambient,FALL,Silicate,26.2700186,15.11,15.11,15.11
37,Ambient,FALL,Silicate,26.44907773,1.85,1.85,1.85
37,Ambient,FALL,Silicate,26.96524308,2.45,2.45,2.45
37,Ambient,FALL,Silicate,27.32518847,2.06,2.06,2.06
37,Ambient,SPRING,NN,23.96234839,0.21,0.21,0.21
37,Ambient,SPRING,NN,24.35883647,0.11,0.11,0.11
37,Ambient,SPRING,NN,24.86769328,0.14,0.14,0.14
37,Ambient,SPRING,NN,25.53368361,0.18,0.18,0.18
37,Ambient,SPRING,Phosphate,23.96234839,0.23,0.23,0.23
37,Ambient,SPRING,Phosphate,24.35883647,0.14,0.14,0.14
37,Ambient,SPRING,Phosphate,24.86769328,0.14,0.14,0.14
37,Ambient,SPRING,Phosphate,25.53368361,0.18,0.18,0.18
37,Ambient,SPRING,Silicate,23.96234839,1.77,1.77,1.77
37,Ambient,SPRING,Silicate,24.35883647,1.39,1.39,1.39
37,Ambient,SPRING,Silicate,24.86769328,1.33,1.33,1.33
37,Ambient,SPRING,Silicate,25.53368361,1.66,1.66,1.66
40,Transition,FALL,NN,26.12886004,0.37,0.37,0.37
40,Transition,FALL,NN,26.34236521,2.07,2.07,2.07
40,Transition,FALL,NN,27.00614145,5.17,5.17,5.17
40,Transition,FALL,NN,27.93680125,0.27,0.27,0.27
40,Transition,FALL,Phosphate,26.12886004,0.12,0.12,0.12
40,Transition,FALL,Phosphate,26.34236521,0.19,0.19,0.19
40,Transition,FALL,Phosphate,27.00614145,0.24,0.24,0.24
40,Transition,FALL,Phosphate,27.93680125,0.12,0.12,0.12
40,Transition,FALL,Silicate,26.12886004,2.83,2.83,2.83
40,Transition,FALL,Silicate,26.34236521,8.86,8.86,8.86
40,Transition,FALL,Silicate,27.00614145,23.45,23.45,23.45
40,Transition,FALL,Silicate,27.93680125,2.53,2.53,2.53
40,Transition,SPRING,NN,23.56789117,5.07,5.07,5.07
40,Transition,SPRING,NN,24.02649761,7.68,7.68,7.68
40,Transition,SPRING,NN,24.35549788,32.39,32.39,32.39
40,Transition,SPRING,NN,26.09657093,1.08,1.08,1.08
40,Transition,SPRING,Phosphate,23.56789117,0.29,0.29,0.29
40,Transition,SPRING,Phosphate,24.02649761,0.3,0.3,0.3
40,Transition,SPRING,Phosphate,24.35549788,0.89,0.89,0.89
40,Transition,SPRING,Phosphate,26.09657093,0.16,0.16,0.16
40,Transition,SPRING,Silicate,23.56789117,22.89,22.89,22.89
40,Transition,SPRING,Silicate,24.02649761,35.44,35.44,35.44
40,Transition,SPRING,Silicate,24.35549788,136.95,136.95,136.95
40,Transition,SPRING,Silicate,26.09657093,16.59,16.59,16.59
